PLAYER_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,isHOF
17,75.0,68.0,2555.0,542.0,1142.0,0.47,60.0,168.0,0.317,286.0,368.0,0.794,154.0,272.0,445.0,382.0,136.0,45.0,189.0,209.0,1377.0,1
23,78.0,47.0,2177.5,169.5,375.5,0.5135000000000001,4.5,21.0,0.187,74.5,118.5,0.5774999999999999,331.5,556.0,853.0,100.5,47.5,38.5,107.0,215.0,421.5,1
56,81.0,80.0,2827.0,482.0,1024.0,0.456,55.0,182.0,0.298,180.0,276.0,0.721,79.0,192.0,281.0,506.0,133.0,18.0,174.0,181.0,1199.0,1
87,74.5,63.5,2211.0,221.0,455.0,0.5055000000000001,0.0,0.0,0.0,203.0,288.0,0.695,220.5,529.5,778.0,66.5,24.5,168.5,119.0,180.0,645.0,1
121,79.0,79.0,2783.0,656.0,1282.0,0.503,0.0,6.0,0.0,351.0,476.0,0.738,157.0,527.0,740.0,151.0,69.0,161.0,229.0,250.0,1711.0,1
165,72.0,72.0,2778.5,677.0,1295.0,0.509,0.0,4.5,0.0,349.0,536.5,0.7144999999999999,224.0,547.0,782.5,153.0,124.0,220.5,231.0,256.5,1723.5,1
185,54.0,54.0,2067.0,464.0,938.0,0.482,5.0,28.0,0.276,143.0,228.0,0.638,149.0,389.0,545.0,256.0,83.0,62.0,158.0,181.0,1085.0,1
247,76.0,71.5,2561.0,435.0,931.5,0.459,69.0,170.5,0.394,255.5,307.0,0.836,53.5,113.0,162.5,360.0,64.5,5.0,158.5,132.0,1173.5,1
252,82.0,82.0,3040.0,780.0,1476.0,0.519,3.0,14.0,0.25,521.0,708.0,0.761,189.0,616.0,834.0,285.0,113.0,59.0,240.0,245.0,2106.0,1
255,68.5,67.5,2280.0,371.0,728.5,0.4815,3.5,23.5,0.257,209.0,254.0,0.765,69.5,270.0,345.5,196.5,64.5,32.0,130.0,149.5,959.5,1
297,60.0,46.0,1753.0,324.0,634.0,0.518,0.0,1.0,0.0,276.0,423.0,0.652,166.0,341.0,507.0,52.0,27.0,178.0,139.0,207.0,924.0,1
304,82.0,82.0,2842.0,416.0,775.0,0.507,43.0,113.0,0.358,246.0,306.0,0.827,54.0,172.0,227.0,860.0,166.0,16.0,246.0,215.0,1183.0,1
305,79.0,78.0,2312.0,505.0,911.0,0.542,0.0,0.0,0.0,203.0,284.0,0.715,246.0,532.0,777.0,115.0,58.0,107.0,184.5,215.0,1223.0,1
397,81.0,80.5,2730.0,504.5,1054.0,0.4675,142.0,351.5,0.4015,377.5,416.5,0.891,42.0,187.5,225.5,248.5,83.0,15.5,138.0,159.5,1550.5,1
406,61.0,61.0,2175.0,554.0,991.0,0.583,0.0,1.0,0.0,309.0,519.0,0.513,195.0,446.0,640.0,152.0,36.0,137.0,171.0,225.0,1434.0,1
467,77.0,76.0,2653.0,310.0,793.0,0.403,94.0,293.0,0.351,142.0,192.0,0.808,86.0,354.0,445.0,655.0,134.0,23.0,192.0,127.0,864.0,1
708,71.0,71.0,2293.0,434.0,900.0,0.497,3.0,16.0,0.24,187.0,221.0,0.8,166.0,455.0,618.0,202.0,89.0,89.0,135.0,170.0,1056.0,1
764,80.0,80.0,2560.5,568.0,1069.5,0.51,0.5,3.0,0.0625,439.0,610.5,0.732,231.5,572.5,802.0,172.5,104.0,229.5,186.0,223.5,1576.0,1
782,77.5,77.5,2758.0,623.0,1327.5,0.4465,81.5,231.0,0.3685,384.5,455.0,0.859,56.5,215.5,277.5,246.5,91.5,16.0,208.5,208.5,1730.5,1
787,69.5,66.5,2565.0,568.5,1086.0,0.5325,33.5,146.0,0.2325,412.5,565.0,0.7395,250.5,553.0,807.5,280.0,110.0,47.5,214.0,198.5,1583.5,1
893,82.0,82.0,3102.0,920.0,1837.0,0.495,27.0,93.0,0.276,548.0,657.0,0.837,130.0,369.0,492.0,377.0,182.0,54.0,200.0,195.0,2431.0,1
896,66.0,52.0,2321.0,408.0,985.0,0.421,102.0,309.0,0.36,145.0,182.0,0.79,26.0,144.0,190.0,483.0,88.0,10.0,189.0,152.0,1150.0,1
904,61.0,52.5,2105.0,424.0,830.5,0.5035000000000001,50.0,133.0,0.369,183.5,216.0,0.8745,43.0,168.5,218.5,227.5,96.5,34.5,146.5,133.0,1091.5,1
937,77.0,72.0,2749.0,413.0,867.0,0.463,54.0,177.0,0.309,199.0,291.0,0.706,138.0,344.0,496.0,403.0,133.0,52.0,207.0,213.0,1048.0,1
947,58.5,56.0,2372.5,508.0,1219.0,0.4205,60.0,199.0,0.3115,369.0,504.5,0.7835000000000001,39.0,170.0,212.5,326.5,119.0,8.0,219.5,96.5,1496.5,1
951,77.0,74.0,2581.0,472.0,1001.5,0.447,156.5,388.5,0.394,223.0,249.0,0.903,67.5,214.5,276.0,222.0,73.0,12.5,141.5,150.0,1312.5,1
959,75.0,74.5,2490.5,398.0,828.0,0.4895,91.5,218.5,0.4165,211.0,231.5,0.9025000000000001,33.0,175.0,227.5,649.0,53.0,5.0,219.0,115.0,1117.0,1
977,72.0,67.0,2734.0,637.5,1423.0,0.451,93.0,294.0,0.3255,464.5,549.0,0.839,78.5,302.5,395.5,349.0,106.0,32.5,215.0,178.0,1878.5,1
1112,70.5,69.5,1967.0,148.0,313.0,0.455,0.0,3.5,0.0,59.5,146.0,0.419,222.5,361.0,600.5,98.5,79.0,103.5,65.5,126.0,364.5,1
1122,78.0,76.0,2697.0,698.0,1584.0,0.464,37.0,128.0,0.292,442.0,522.0,0.818,210.0,291.0,482.0,169.0,92.0,47.0,180.0,138.0,1923.0,1
1449,77.0,75.0,2965.0,719.0,1497.0,0.492,56.0,131.0,0.389,328.0,380.0,0.891,164.0,615.0,796.0,458.0,135.0,61.0,240.0,185.0,1820.0,1
1450,78.0,25.0,2390.0,550.0,912.0,0.549,0.0,4.0,0.0,326.0,420.0,0.797,191.0,377.0,553.0,126.0,27.0,134.0,149.0,234.0,1446.0,1
1460,80.0,72.5,2554.5,613.5,1114.0,0.5435000000000001,2.0,19.5,0.16699999999999998,203.5,261.5,0.779,146.5,250.0,393.0,239.0,89.0,55.5,157.5,182.5,1444.0,1
1495,76.0,76.0,2523.0,561.0,1107.0,0.5,1.0,7.0,0.111,319.0,463.0,0.702,213.0,599.0,800.0,224.0,55.0,162.0,165.0,165.0,1450.0,1
1503,66.0,39.0,1745.0,410.0,1011.0,0.431,44.0,117.0,0.339,245.0,340.0,0.733,56.0,261.0,307.0,252.0,66.0,41.0,120.0,94.0,1147.0,1
1718,77.0,77.0,2583.0,486.0,1092.0,0.443,111.0,300.0,0.374,369.0,449.0,0.809,53.0,358.0,411.0,260.0,84.0,34.0,178.0,210.0,1430.0,1
1938,69.0,7.0,1568.5,272.5,608.0,0.447,88.5,240.0,0.3675,166.0,205.0,0.8265,36.0,178.5,206.5,268.5,89.0,17.0,135.5,146.0,788.0,1
2397,67.0,64.5,2213.0,449.5,876.0,0.5175000000000001,0.0,1.5,0.0,350.5,409.5,0.8514999999999999,184.0,447.0,631.5,108.0,27.5,129.0,178.0,212.5,1240.0,1
2547,70.0,70.0,2526.0,492.0,1005.0,0.494,10.0,35.0,0.339,384.0,471.0,0.798,174.0,424.0,583.0,144.0,59.0,77.0,138.0,170.0,1361.0,1
76003,80.0,79.5,2861.5,794.5,1365.0,0.569,0.0,1.5,0.0,326.5,440.5,0.7275,179.0,551.0,853.5,272.0,64.0,196.0,205.5,232.5,1926.0,1
76054,76.0,71.0,2820.0,382.0,766.0,0.456,4.0,18.0,0.222,336.0,419.0,0.802,25.0,84.5,176.0,541.0,57.5,7.0,187.5,169.0,1106.0,1
76056,71.5,,2785.0,602.0,1389.0,0.423,,,,495.5,613.5,0.8095000000000001,,,629.0,167.5,,,,272.0,1690.0,1
76127,70.0,,2864.0,720.5,1645.0,0.4285,,,,473.5,598.0,0.78,,,917.0,283.5,,,,218.5,1871.5,1
76144,79.0,,2855.0,483.0,922.5,0.512,,,,338.0,542.5,0.6255,132.0,240.5,1006.5,177.5,26.0,24.0,,259.5,1287.0,1
76166,79.5,,2992.0,580.0,1334.5,0.4425,,,,349.5,431.0,0.786,86.0,143.0,292.0,455.0,109.0,18.0,216.0,225.0,1560.5,1
76243,70.0,,2316.0,323.0,884.0,0.388,,,,245.0,303.0,0.809,,,248.5,247.0,,,,183.0,977.0,1
76375,80.0,,3649.5,802.0,1326.0,0.534,,,,384.0,877.5,0.507,,,1749.5,302.0,,,,144.5,1974.0,1
76385,78.0,75.0,2465.0,336.0,661.0,0.527,3.5,14.5,0.2425,170.0,199.0,0.787,50.0,163.0,215.0,497.0,169.0,17.0,160.0,138.0,824.0,1
76454,67.0,,2016.5,297.0,677.5,0.4405,,,,245.0,283.0,0.842,,,241.0,296.0,,,,227.0,859.5,1
76462,77.0,44.5,3076.0,569.0,1220.0,0.453,0.5,7.0,0.0415,191.0,244.0,0.783,190.5,639.5,1078.0,248.0,81.5,64.0,141.0,294.0,1373.0,1
76487,80.0,,2859.0,609.0,1423.0,0.438,,,,383.0,558.0,0.729,79.5,357.0,726.0,287.0,57.5,22.5,,295.0,1563.0,1
76500,73.0,0.0,2629.0,585.0,1190.0,0.473,0.0,1.0,0.091,211.0,264.0,0.788,117.0,305.0,479.0,243.0,95.0,38.0,123.0,263.0,1452.0,1
76504,68.0,56.0,2144.0,470.0,954.0,0.52,0.0,2.0,0.0,443.0,545.0,0.806,131.0,211.0,332.0,171.0,61.0,8.0,162.0,162.0,1400.0,1
76514,65.0,,2176.5,326.0,877.0,0.372,,,,294.0,379.0,0.753,,,195.0,321.0,,,,220.0,904.0,1
76545,78.5,,2734.0,514.0,1204.0,0.4325,,,,200.0,276.0,0.699,134.0,623.0,832.0,208.0,67.0,39.0,,239.5,1249.5,1
76668,76.0,,2233.0,352.0,772.0,0.439,,,,221.0,331.0,0.65,,,692.0,96.0,,,,286.0,943.0,1
76673,81.0,80.0,2818.0,768.0,1553.0,0.503,1.5,5.5,0.2,314.0,379.0,0.829,167.0,213.0,395.0,290.0,70.0,33.0,206.0,206.0,1929.0,1
76681,78.0,75.5,2683.0,678.0,1324.0,0.502,4.0,19.0,0.2685,364.0,483.0,0.777,190.0,337.0,532.0,306.0,135.0,113.0,222.0,207.0,1727.0,1
76750,77.0,,2949.0,532.0,1089.0,0.485,0.0,1.0,0.0,286.0,350.0,0.808,54.0,241.0,465.0,446.0,106.0,9.0,22.0,194.0,1403.0,1
76764,61.0,,1904.0,336.0,1233.5,0.3085,,,,295.0,405.5,0.746,,,377.5,65.0,,,,243.5,957.0,1
76773,71.0,,2333.0,287.5,684.5,0.4,,,,329.5,442.5,0.7855000000000001,,,774.5,120.5,,,,216.0,907.0,1
76804,79.5,76.0,2791.0,807.5,1586.0,0.504,10.0,33.0,0.278,487.5,581.5,0.843,122.0,251.5,396.0,219.5,91.0,61.5,247.0,217.0,2132.0,1
76828,73.5,,2339.5,302.5,738.0,0.431,,,,193.0,255.5,0.756,,,601.5,293.5,,,,270.5,816.5,1
76832,78.0,,2657.0,563.0,1212.5,0.454,,,,297.5,360.0,0.804,84.5,117.5,234.5,372.5,96.0,12.5,195.0,212.0,1419.5,1
76882,80.0,,2763.0,623.0,1381.0,0.451,,,,335.0,413.0,0.804,,,422.0,313.0,,,,286.0,1562.0,1
76902,74.0,,2366.0,394.0,973.0,0.42,,,,353.0,446.0,0.792,,,331.0,348.0,,,,242.0,1092.0,1
76912,76.0,,2234.5,537.5,1207.5,0.446,,,,315.5,385.0,0.8015000000000001,,,505.0,193.0,,,,268.5,1402.0,1
76970,80.5,,2917.0,654.0,1518.5,0.4495,,,,330.5,419.0,0.823,116.0,273.0,509.5,392.0,95.0,22.0,204.0,202.0,1647.5,1
76972,74.0,,2662.0,404.0,807.0,0.479,,,,191.0,251.0,0.772,102.0,343.0,565.0,304.0,80.0,46.0,,203.0,999.0,1
76979,81.5,43.0,3296.5,716.5,1561.5,0.451,0.0,5.0,0.0,341.5,504.5,0.6675,267.0,668.0,1016.5,146.5,75.0,187.0,208.0,268.0,1762.0,1
76981,68.0,44.0,1925.5,403.5,840.5,0.4685,0.0,3.0,0.0,189.5,239.0,0.801,141.0,278.0,432.0,92.5,37.0,68.0,134.0,192.5,964.5,1
76988,74.0,,2150.0,487.0,1226.0,0.398,,,,294.0,391.0,0.795,,,705.0,157.0,,,,271.0,1257.0,1
77070,79.0,,2613.5,575.5,1214.0,0.4765,,,,375.5,511.0,0.747,,,783.0,146.0,,,,293.0,1556.5,1
77074,77.0,,2558.0,620.0,1328.0,0.484,,,,237.0,327.0,0.814,72.0,94.5,350.0,213.0,80.5,17.0,124.5,197.0,1471.0,1
77141,79.5,77.0,2667.5,410.5,917.0,0.4375,7.0,42.0,0.161,271.0,318.0,0.819,91.5,201.0,298.0,378.5,98.5,45.0,191.0,212.0,1077.5,1
77142,77.0,77.0,2795.0,503.0,949.0,0.526,8.0,39.0,0.207,378.0,462.0,0.848,105.0,392.0,504.0,875.0,132.0,27.0,300.0,167.0,1406.0,1
77150,63.0,,2404.5,488.0,1061.5,0.44,,,,188.5,271.0,0.701,,,818.5,164.0,,,,225.0,1173.0,1
77169,70.0,,2562.5,501.5,1108.0,0.448,,,,542.0,666.5,0.775,,,826.0,200.0,,,,240.5,1555.5,1
77188,78.0,,2054.0,230.0,601.0,0.392,,,,128.0,189.0,0.633,,,279.0,343.0,,,,221.0,592.0,1
77193,78.0,8.0,2085.5,388.0,720.5,0.541,0.0,3.0,0.0,208.5,277.0,0.785,125.5,288.5,414.0,188.0,100.5,99.5,145.0,216.0,1009.0,1
77196,73.5,,2239.0,604.0,1294.5,0.453,,,,246.0,307.5,0.79,,,366.0,216.0,,,,155.5,1454.0,1
77264,73.0,72.0,2480.0,700.5,1305.0,0.516,1.0,6.0,0.14850000000000002,331.0,451.5,0.733,118.5,239.0,355.0,199.5,67.5,14.0,219.0,224.5,1770.0,1
77414,69.0,,1953.0,519.0,1174.0,0.435,,,,273.0,329.0,0.745,,,677.0,100.0,,,,236.0,1311.0,1
77418,74.0,,2926.0,545.0,1035.0,0.507,,,,247.0,327.0,0.786,62.0,312.0,1265.0,230.0,28.0,24.0,,206.0,1357.0,1
77429,70.0,,2606.5,408.5,950.5,0.426,,,,410.0,541.0,0.754,,,529.0,221.5,,,,172.5,1244.0,1
77449,79.0,74.0,2613.0,531.0,1090.0,0.48,0.0,5.0,0.0,543.0,689.0,0.762,372.0,533.0,886.0,96.0,67.0,92.0,247.0,179.0,1607.0,1
77459,64.0,4.0,2337.5,580.0,1284.5,0.4425,7.0,11.0,0.667,372.5,459.5,0.823,46.0,129.0,277.0,345.0,84.0,13.0,82.0,194.0,1478.0,1
77480,68.0,,2480.0,245.0,654.0,0.362,,,,197.0,254.0,0.747,,,237.0,253.0,,,,199.0,687.0,1
77498,55.0,0.0,1525.0,390.5,770.5,0.5035000000000001,0.0,1.0,0.0,215.0,293.0,0.734,82.0,216.0,337.0,101.0,42.0,50.0,68.0,174.0,996.0,1
77537,68.0,,2018.0,190.0,482.0,0.383,,,,179.0,269.0,0.644,,,288.0,386.0,,,,154.0,556.0,1
77593,71.5,,2296.0,356.0,867.0,0.4005,,,,288.5,379.5,0.7565,,,654.0,153.5,,,,285.5,989.0,1
77626,73.0,72.0,2417.0,400.0,739.0,0.489,5.0,31.0,0.258,320.0,398.0,0.828,149.0,219.0,338.0,264.0,90.0,18.0,145.0,156.0,1122.0,1
77700,79.5,,1623.0,310.5,640.5,0.472,,,,198.0,263.5,0.772,90.0,255.0,374.0,97.0,19.0,13.0,,184.0,798.0,1
77847,72.0,,2873.0,669.0,1526.0,0.438,,,,557.0,757.0,0.759,,,1191.0,229.0,,,,217.0,1882.0,1
77853,66.0,,2332.0,250.0,629.0,0.366,,,,190.0,253.0,0.692,,,277.5,397.0,,,,204.0,718.0,1
77867,65.0,,2443.0,326.0,882.0,0.356,,,,179.0,230.0,0.764,,,484.0,214.0,,,,157.0,831.0,1
77907,73.0,,1913.0,377.0,900.0,0.397,,,,273.0,347.0,0.811,,,402.0,137.0,,,,250.0,1107.0,1
77929,77.0,,2839.5,621.5,1314.0,0.46799999999999997,,,,302.0,403.0,0.7444999999999999,47.0,94.0,1038.0,129.5,12.0,21.0,,290.0,1543.5,1
77967,66.0,,1970.0,277.0,750.5,0.377,,,,286.5,402.0,0.6930000000000001,,,715.5,106.0,,,,255.5,840.5,1
78003,79.0,,2566.5,331.0,866.0,0.375,,,,152.5,207.0,0.727,,,325.5,558.5,,,,224.0,810.5,1
78049,78.0,,3297.0,456.0,997.0,0.433,,,,244.0,429.0,0.551,,,1778.0,348.0,,,,204.0,1142.0,1
78060,80.0,,1926.0,323.0,744.0,0.428,,,,186.0,252.0,0.761,,,454.0,92.0,,,,277.0,824.0,1
78076,72.0,,2645.0,375.0,1002.0,0.38,,,,489.0,597.0,0.858,,,905.5,214.0,,,,244.0,1262.0,1
78126,68.0,,2357.5,453.0,1062.0,0.424,,,,331.0,367.0,0.889,,,262.0,179.0,,,,181.0,1253.0,1
78149,82.0,79.0,2688.5,473.0,1011.5,0.4625,1.0,11.5,0.077,325.0,370.5,0.8494999999999999,195.5,608.0,785.0,269.0,84.0,75.0,188.0,287.5,1270.0,1
78318,80.0,79.0,2924.0,579.0,1264.0,0.458,29.0,98.0,0.292,302.0,394.0,0.772,71.0,214.0,277.0,671.0,141.0,19.0,298.0,222.0,1492.0,1
78326,75.5,5.0,2387.5,569.0,1139.0,0.5065,4.0,14.0,0.256,368.5,481.5,0.781,101.5,169.5,272.0,223.5,50.0,45.5,163.0,164.5,1507.5,1
78350,78.0,,2689.0,620.0,1200.0,0.495,17.0,65.0,0.2565,172.0,238.0,0.767,168.5,415.5,613.0,137.0,43.0,18.5,78.0,193.0,1408.0,1
78388,73.0,,2338.0,479.0,1081.0,0.45,,,,304.0,375.0,0.785,,,466.0,171.0,,,,267.0,1237.0,1
78392,78.0,,2904.0,327.0,600.0,0.502,1.5,3.0,0.5,139.0,209.0,0.64,272.5,651.5,1077.0,297.0,77.5,45.0,154.5,218.0,794.0,1
78435,79.0,,2623.0,554.0,1150.0,0.477,,,,387.0,480.0,0.804,122.5,296.5,588.0,178.0,58.5,5.0,,203.0,1477.0,1
78450,53.0,32.0,1511.0,250.0,463.5,0.5215000000000001,0.0,0.0,0.0,113.5,178.0,0.6385000000000001,125.0,378.5,510.5,166.0,41.5,100.0,151.0,144.5,637.0,1
78453,68.0,,2437.0,254.0,651.0,0.395,,,,283.0,360.0,0.806,,,333.0,225.0,,,,151.0,791.0,1
78497,70.5,,2821.0,656.0,1370.0,0.475,,,,520.0,632.0,0.821,30.0,86.0,361.0,413.0,81.0,23.0,,166.5,1875.5,1
78500,80.5,12.0,1779.5,330.0,681.5,0.4975,7.0,26.0,0.269,150.5,184.0,0.8185,41.0,119.0,151.0,325.5,87.0,26.0,196.0,162.0,800.5,1
78510,77.0,,2562.5,521.0,1175.0,0.4465,0.5,3.0,0.167,158.5,190.5,0.8374999999999999,47.5,148.5,255.5,354.0,84.0,10.0,129.5,184.0,1217.5,1
78530,75.0,,2692.0,448.0,1027.0,0.431,,,,416.0,532.0,0.77,59.0,139.5,338.0,442.0,87.0,13.0,,221.0,1284.0,1
78532,80.5,74.0,2565.5,582.5,1194.5,0.496,1.0,6.0,0.077,205.5,274.0,0.7575000000000001,149.5,278.0,414.0,182.5,95.5,23.0,150.0,221.5,1402.0,1
78628,71.0,,2353.0,446.0,1067.0,0.418,,,,365.0,467.0,0.779,,,594.0,122.0,,,,212.0,1233.0,1
600001,72.0,,2609.5,361.5,876.5,0.4185,,,,248.0,351.5,0.643,118.0,276.5,1012.5,161.0,20.0,92.0,,181.0,994.5,1
600003,71.0,,2468.0,471.0,1262.0,0.3745,,,,340.5,422.5,0.8075000000000001,,,355.5,532.5,,,,170.0,1337.5,1
600005,65.5,72.0,2074.0,496.5,983.5,0.522,0.0,2.0,0.0,274.0,360.5,0.77,152.0,330.0,608.5,200.0,72.0,81.0,162.0,201.5,1267.0,1
600006,76.0,,2370.0,556.0,1123.0,0.457,0.0,0.0,,242.0,291.0,0.822,45.0,135.0,213.0,288.0,60.0,19.0,98.0,195.0,1354.0,1
600012,68.0,,2467.0,545.0,1403.0,0.399,,,,442.0,567.0,0.779,,,958.0,197.0,,,,286.0,1523.0,1
600013,80.0,,3007.0,741.0,1658.0,0.451,73.0,221.0,0.33,368.5,403.0,0.91,74.0,364.0,476.0,460.5,169.0,38.0,198.0,220.0,1865.0,1
600014,81.5,71.0,2580.5,477.5,750.0,0.596,0.0,0.0,0.0,352.5,489.0,0.7044999999999999,216.5,528.5,745.0,132.0,39.5,144.0,186.0,250.0,1326.5,1
600015,75.5,,3307.5,708.0,1472.0,0.4815,,,,628.5,762.5,0.8385,71.0,208.0,494.0,724.0,77.0,4.0,,212.0,2060.0,1
2,79.5,63.5,2247.5,466.0,996.0,0.4735,63.5,168.0,0.363,173.5,217.5,0.8365,52.5,152.5,201.0,177.0,83.0,18.5,117.5,154.5,1182.5,0
3,69.0,56.0,1868.0,257.0,532.0,0.447,3.0,15.0,0.167,181.0,235.0,0.756,156.0,246.0,402.0,127.0,89.0,26.0,125.0,232.0,686.0,0
7,62.5,14.0,1159.0,140.5,296.5,0.461,0.0,1.0,0.0,104.0,128.0,0.802,84.5,164.0,245.5,69.5,26.0,36.5,64.5,176.0,364.0,0
9,66.5,5.0,1344.0,226.0,456.5,0.4855,7.0,28.5,0.2345,64.5,83.5,0.803,21.0,74.5,99.0,204.5,66.5,8.0,75.5,156.0,551.0,0
12,15.0,0.0,86.0,19.0,48.0,0.396,2.0,7.0,0.286,15.0,26.0,0.577,5.0,10.0,15.0,11.0,4.0,1.0,12.0,12.0,55.0,0
15,65.0,11.0,1023.5,157.0,357.5,0.431,61.0,149.5,0.396,77.0,92.0,0.839,41.5,67.0,119.0,52.5,33.0,9.5,49.5,85.5,450.5,0
21,65.0,3.0,1510.0,161.0,416.0,0.394,49.0,159.0,0.332,62.0,91.0,0.697,21.0,103.0,132.0,208.0,64.0,5.0,91.0,114.0,447.0,0
22,77.0,70.0,1971.0,451.0,892.0,0.5025,0.0,1.5,0.0,178.5,234.0,0.7855000000000001,125.0,310.5,432.5,105.5,28.0,85.0,132.0,247.5,1089.5,0
24,76.0,2.0,1097.0,138.0,342.0,0.447,56.0,151.0,0.371,100.0,120.0,0.833,16.0,73.0,89.0,218.0,65.0,0.0,74.0,62.0,432.0,0
26,56.5,34.0,1023.0,137.5,297.0,0.461,0.0,0.0,0.0,69.5,88.5,0.7605,84.5,199.0,279.0,68.0,23.5,60.0,87.0,173.0,348.5,0
28,69.5,13.0,1231.5,146.5,319.5,0.464,1.0,9.5,0.08199999999999999,61.0,89.0,0.8075000000000001,42.5,95.5,142.0,80.5,32.5,19.0,53.5,166.5,379.5,0
29,66.0,6.0,1048.0,62.0,145.0,0.431,0.0,0.0,0.0,29.0,56.0,0.556,66.0,124.0,230.0,11.0,21.0,117.0,36.0,171.0,157.0,0
30,39.0,14.0,739.0,95.0,203.0,0.507,1.0,3.0,0.222,49.0,70.0,0.7,42.0,57.0,99.0,44.0,42.0,6.0,49.0,79.0,241.0,0
31,19.0,6.0,151.0,16.0,31.0,0.466,0.0,0.0,0.0,2.0,7.0,0.286,16.0,31.0,44.0,4.0,4.0,8.0,6.0,23.0,34.0,0
32,41.5,15.0,726.0,79.0,154.0,0.471,0.0,2.0,0.0,28.5,58.0,0.45999999999999996,86.5,116.0,202.5,26.5,21.5,34.5,29.0,97.0,186.5,0
35,39.0,10.0,337.0,35.0,74.0,0.473,0.0,1.0,0.0,22.0,36.0,0.734,36.0,63.0,99.0,11.0,9.0,26.0,26.0,73.0,92.0,0
36,50.0,3.0,987.0,178.0,365.0,0.473,10.0,27.0,0.333,155.0,200.0,0.775,20.0,57.0,77.0,105.0,52.0,3.0,76.0,112.0,545.0,0
37,45.0,3.0,485.0,61.0,161.0,0.404,7.0,28.0,0.29,37.0,51.0,0.765,12.0,30.0,42.0,41.0,20.0,1.0,29.0,48.0,184.0,0
38,55.0,8.0,730.0,102.0,246.0,0.431,27.0,65.0,0.343,27.0,41.0,0.723,37.0,92.0,138.0,49.0,20.0,30.0,46.0,101.0,269.0,0
41,64.0,20.5,1264.0,132.5,259.0,0.452,0.0,2.0,0.0,47.0,90.5,0.586,131.5,171.5,303.0,84.0,62.0,15.0,84.0,167.0,312.0,0
42,41.0,2.0,503.0,60.0,133.0,0.445,0.0,2.0,0.0,24.0,38.0,0.657,42.0,56.0,98.0,49.0,20.0,5.0,41.0,87.0,137.0,0
43,40.0,5.0,761.0,94.0,261.0,0.378,43.0,128.0,0.337,46.0,57.0,0.88,5.0,45.0,47.0,124.0,18.0,2.0,55.0,77.0,277.0,0
45,63.5,12.0,1229.0,188.5,454.5,0.41,64.5,193.0,0.3625,76.0,94.0,0.807,45.0,135.5,170.5,112.5,50.0,11.0,62.5,130.0,509.5,0
46,6.0,0.0,17.0,3.0,5.0,0.6,0.0,0.0,0.0,1.0,3.0,0.333,1.0,3.0,4.0,1.0,1.0,2.0,2.0,10.0,7.0,0
47,74.0,33.0,2218.0,484.5,945.0,0.507,0.0,2.0,0.0,167.5,232.5,0.7675000000000001,131.0,290.5,472.0,91.0,36.0,35.0,120.5,249.5,1183.0,0
49,63.5,30.0,1185.0,215.5,388.0,0.5525,0.0,0.0,0.0,85.5,123.0,0.6185,103.5,217.5,336.5,23.5,35.5,72.0,84.5,175.0,517.0,0
51,73.0,43.0,2029.0,414.0,955.0,0.445,42.0,133.0,0.33,115.0,136.0,0.885,26.0,105.0,122.0,206.0,56.0,4.0,117.0,130.0,1031.0,0
52,26.5,1.0,316.0,52.5,114.0,0.405,0.5,3.5,0.0715,33.5,45.0,0.8195,10.0,20.0,29.0,73.5,17.5,2.5,30.5,39.0,139.0,0
53,68.0,16.0,1606.0,195.0,424.0,0.471,41.0,127.0,0.374,126.0,149.0,0.851,46.0,117.0,156.0,174.0,58.0,11.0,83.0,115.0,590.0,0
54,48.0,0.0,433.0,48.0,93.0,0.458,0.0,1.0,0.0,36.0,70.0,0.591,36.0,56.0,92.0,33.0,9.0,5.0,35.0,54.0,132.0,0
55,30.0,1.0,381.0,66.0,109.0,0.475,0.0,1.0,0.0,32.0,44.0,0.764,34.0,55.0,89.0,28.0,9.0,7.0,27.0,40.0,163.0,0
57,52.0,34.0,1515.0,150.0,337.0,0.417,39.0,106.0,0.328,70.0,93.0,0.81,38.0,139.0,177.0,153.0,80.0,19.0,104.0,111.0,415.0,0
61,51.0,3.5,541.0,79.5,168.0,0.4335,0.0,1.0,0.0,21.5,44.0,0.562,31.5,66.5,95.0,24.5,17.5,18.5,37.5,66.0,180.5,0
63,48.0,29.0,1145.0,106.0,194.0,0.535,0.0,1.0,0.0,73.0,128.0,0.578,135.0,215.0,350.0,67.0,46.0,23.0,60.0,127.0,289.0,0
64,79.0,42.0,2317.0,346.0,744.0,0.459,19.0,69.0,0.345,215.0,269.0,0.817,120.0,302.0,398.0,120.0,64.0,51.0,83.0,192.0,983.0,0
65,63.0,15.0,945.0,140.0,301.0,0.48,6.0,27.0,0.194,59.0,78.0,0.762,49.0,88.0,137.0,66.0,32.0,11.0,43.0,89.0,345.0,0
66,53.0,0.0,369.0,54.0,120.0,0.45,0.0,0.0,0.0,23.0,41.0,0.561,38.0,41.0,79.0,8.0,17.0,8.0,26.0,71.0,131.0,0
67,56.5,4.5,841.0,121.0,238.0,0.4745,0.0,1.0,0.0,53.5,80.5,0.6415,54.5,121.5,176.5,29.0,15.0,12.0,43.5,94.5,311.0,0
